ProductKey,"Product Name",Brand,Category,Subcategory,Total_Units_Sold,Total_Revenue_USD
2037,"Litware Microwave 1.5CuFt X110 Red",Litware,"Home Appliances",Microwaves,76,50611.44
1862,"NT Washer & Dryer 27in L2700 Green","Northwind Traders","Home Appliances","Washers & Dryers",19,50405.100000000006
342,"Fabrikam Laptop16 M6000 Black",Fabrikam,Computers,Laptops,84,50316
1416,"The Phone Company Touch Screen Phones Capacitive M908 Black","The Phone Company","Cell phones","Touch Screen Phones",163,50204
414,"Proseware Laptop15.4W M518 White",Proseware,Computers,Laptops,66,50028
1870,"Contoso Washer & Dryer 21in E210 White",Contoso,"Home Appliances","Washers & Dryers",31,49569
1415,"The Phone Company Touch Screen Phones Infrared M901 Black","The Phone Company","Cell phones","Touch Screen Phones",165,49500
1657,"Contoso DVD 12-Inch Player Portable M400 White",Contoso,"Music, Movies and Audio Books","Movie DVD",274,49317.26000000004
1438,"The Phone Company Pen Touch Screen Phones M320 Grey","The Phone Company","Cell phones","Touch Screen Phones",170,49300
2025,"Litware Microwave 1.5CuFt X110 Silver",Litware,"Home Appliances",Microwaves,74,49279.56
399,"WWI Laptop16 M0160 White","Wide World Importers",Computers,Laptops,82,49118
1467,"Contoso Sharp Touch Screen Phones M910 Black",Contoso,"Cell phones","Touch Screen Phones",163,49063
375,"Adventure Works Laptop15 M1501 Silver","Adventure Works",Computers,Laptops,70,48930
346,"Fabrikam Laptop15.4 M5400 White",Fabrikam,Computers,Laptops,74,48766
1461,"Contoso Touch Screen Phones Capacitive M908 Black",Contoso,"Cell phones","Touch Screen Phones",158,48664
2049,"Litware Microwave 1.5CuFt X110 Blue",Litware,"Home Appliances",Microwaves,73,48613.62
1765,"MGS Age of Empires Expansion: The Rise of Rome X900","Tailspin Toys","Games and Toys","Download Games",81,48502.8
1240,"Fabrikam Business Videographer 1/2'' 3mm M500 White",Fabrikam,"Cameras and camcorders",Camcorders,55,48290
1963,"Litware Refrigerator 24.7CuFt X980 Blue",Litware,"Home Appliances",Refrigerators,15,47999.84999999999
1433,"The Phone Company Touch Screen Phones Capacitive M908 Grey","The Phone Company","Cell phones","Touch Screen Phones",155,47740
1877,"Contoso Washer & Dryer 27in L270 Blue",Contoso,"Home Appliances","Washers & Dryers",18,47736
1466,"Contoso Pen Touch Screen Phones M320 Black",Contoso,"Cell phones","Touch Screen Phones",164,47560
46,"WWI 1GB Pulse Smart pen E50 White","Wide World Importers",Audio,"Recording Pen",317,47534.14999999997
1436,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","The Phone Company","Cell phones","Touch Screen Phones",184,47472
1192,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey",Fabrikam,"Cameras and camcorders",Camcorders,79,47400
1422,"The Phone Company Sharp Touch Screen Phones M910 Black","The Phone Company","Cell phones","Touch Screen Phones",157,47257
1411,"The Phone Company Touch Screen Phones 26-1.4" M250 Black","The Phone Company","Cell phones","Touch Screen Phones",176,47168
1183,"Fabrikam Independent filmmaker 2/3'' 17mm X100 White",Fabrikam,"Cameras and camcorders",Camcorders,31,47120
2089,"Contoso Water Heater 1.5GPM E0800 White",Contoso,"Home Appliances","Water Heaters",182,46865
1414,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black","The Phone Company","Cell phones","Touch Screen Phones",182,46592
47,"WWI 1GBPulse Smart pen E50 Black","Wide World Importers",Audio,"Recording Pen",309,46334.55
153,"Adventure Works 26" 720p LCD HDTV M140 Silver","Adventure Works","TV and Video",Televisions,98,46057.06000000001
1611,"SV DVD 9-Inch Player Portable M300 White","Southridge Video","Music, Movies and Audio Books","Movie DVD",287,45917.13000000002
1428,"The Phone Company Touch Screen Phones 26-1.4" M250 Grey","The Phone Company","Cell phones","Touch Screen Phones",171,45828
1463,"Contoso Touch Screen Phones SAW/On-wall M806 Black",Contoso,"Cell phones","Touch Screen Phones",156,45708
135,"Adventure Works 20" LCD HDTV M120 White","Adventure Works","TV and Video",Televisions,130,45493.49999999999
506,"Adventure Works LCD22W M200 White","Adventure Works",Computers,Monitors,67,45493
369,"Adventure Works Laptop15 M1501 White","Adventure Works",Computers,Laptops,65,45435
1421,"The Phone Company Pen Touch Screen Phones-2.6" M320 Black","The Phone Company","Cell phones","Touch Screen Phones",156,45240
1887,"Contoso Washer & Dryer 27in L270 Red",Contoso,"Home Appliances","Washers & Dryers",17,45084
59,"WWI 1GB Digital Voice Recorder Pen E100 Pink","Wide World Importers",Audio,"Recording Pen",289,45084
334,"SV Car Video LCD9.2W X9280 Brown","Southridge Video","TV and Video","Car Video",45,44955
383,"Adventure Works Laptop16 M1601 Red","Adventure Works",Computers,Laptops,75,44925
1427,"The Phone Company Touch Screen Phones 26-2.2" M200 Grey","The Phone Company","Cell phones","Touch Screen Phones",195,44850
143,"Adventure Works 15.6" LCD TV M130W White","Adventure Works","TV and Video",Televisions,149,44698.51000000002
1558,"The Phone Company PDA Wifi 4.7-inch L290 White","The Phone Company","Cell phones","Smart phones & PDAs",117,44460
1232,"Fabrikam Business Videographer 1'' 25mm M600 Black",Fabrikam,"Cameras and camcorders",Camcorders,50,44400
1465,"Contoso Finger Touch Screen Phones M30 Black",Contoso,"Cell phones","Touch Screen Phones",223,44377
531,"WWI LCD22W M2003 White","Wide World Importers",Computers,Monitors,65,44135
90,"NT Wireless Transmitter and Bluetooth Headphones M150 Silver","Northwind Traders",Audio,"Bluetooth Headphones",294,44097.06000000003
405,"Proseware Laptop15 M510 Black",Proseware,Computers,Laptops,63,44037
2094,"Contoso Water Heater 1.5GPM E0800 Blue",Contoso,"Home Appliances","Water Heaters",171,44032.5
139,"Adventure Works 32" LCD HDTV M130 White","Adventure Works","TV and Video",Televisions,88,43999.119999999995
348,"Fabrikam Laptop15.4W M5480 White",Fabrikam,Computers,Laptops,58,43964
302,"SV Car Video LCD9.2W X9280 Black","Southridge Video","TV and Video","Car Video",44,43956
1452,"The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","The Phone Company","Cell phones","Touch Screen Phones",150,43950
1444,"The Phone Company Touch Screen Phones 26-2.2" M200 Gold","The Phone Company","Cell phones","Touch Screen Phones",191,43930
1446,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","The Phone Company","Cell phones","Touch Screen Phones",152,43928
1883,"Contoso Washer & Dryer 25.5in M255 Green",Contoso,"Home Appliances","Washers & Dryers",22,43758
1431,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey","The Phone Company","Cell phones","Touch Screen Phones",170,43520
341,"Fabrikam Laptop16W M6080 Black",Fabrikam,Computers,Laptops,45,43515
475,"Proseware LCD24 X300 White",Proseware,Computers,Monitors,53,43407
52,"WWI 2GB Pulse Smart pen M100 Silver","Wide World Importers",Audio,"Recording Pen",217,43389.14999999999
345,"Fabrikam Laptop15 M5000 White",Fabrikam,Computers,Laptops,62,43338
491,"Adventure Works LCD22 M200 Black","Adventure Works",Computers,Monitors,70,43330
530,"WWI LCD22 M2002 White","Wide World Importers",Computers,Monitors,70,43330
408,"Proseware Laptop15.4W M518 Black",Proseware,Computers,Laptops,57,43206
389,"Adventure Works Laptop16 M1601 Blue","Adventure Works",Computers,Laptops,72,43128
365,"Adventure Works Laptop16 M1600 Black","Adventure Works",Computers,Laptops,72,43128
1413,"The Phone Company Touch Screen Phones SAW/Built-in M801 Black","The Phone Company","Cell phones","Touch Screen Phones",144,43056
1430,"The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","The Phone Company","Cell phones","Touch Screen Phones",143,42757
1476,"The Phone Company Smart phones -320 x 320 M86 Black","The Phone Company","Cell phones","Smart phones & PDAs",148,42624
517,"WWI LCD24 X300 Black","Wide World Importers",Computers,Monitors,52,42588
1524,"The Phone Company PDA Phone 3.7 inches M340 Black","The Phone Company","Cell phones","Smart phones & PDAs",129,42570
1892,"Contoso Washer & Dryer 27in L270 Pink",Contoso,"Home Appliances","Washers & Dryers",16,42432
1606,"SV DVD 9-Inch Player Portable M300 Silver","Southridge Video","Music, Movies and Audio Books","Movie DVD",264,42237.36000000005
505,"Adventure Works LCD22 M200 White","Adventure Works",Computers,Monitors,68,42092
1464,"Contoso Touch Screen Phones 5-Wire/On-wall M508 Black",Contoso,"Cell phones","Touch Screen Phones",163,42054
1537,"The Phone Company PDA GPS Phone 4.7 inch L950 Black","The Phone Company","Cell phones","Smart phones & PDAs",114,41952
381,"Adventure Works Laptop15 M1501 Red","Adventure Works",Computers,Laptops,60,41940
1894,"Contoso Washer & Dryer 24in M240 Pink",Contoso,"Home Appliances","Washers & Dryers",23,41814
1469,"Contoso Touch Screen Phones  - LCD M12 Black",Contoso,"Cell phones","Touch Screen Phones",209,41800
1552,"The Phone Company PDA Palm 4.7 inch L850 Silver","The Phone Company","Cell phones","Smart phones & PDAs",105,41790
503,"Adventure Works LCD24 X300 White","Adventure Works",Computers,Monitors,51,41769
529,"WWI LCD24W X300 White","Wide World Importers",Computers,Monitors,48,41712
2114,"Contoso Water Heater 1.5GPM E0800 Red",Contoso,"Home Appliances","Water Heaters",161,41457.5
1648,"Contoso DVD 7-Inch Player Portable E200 Black",Contoso,"Music, Movies and Audio Books","Movie DVD",376,41356.24000000001
103,"WWI Wireless Bluetooth Stereo Headphones M270 Black","Wide World Importers",Audio,"Bluetooth Headphones",359,41285
1162,"Fabrikam Business Videographer 1/3'' 8.5mm M380 Black",Fabrikam,"Cameras and camcorders",Camcorders,48,41280
2122,"Contoso Coffee Maker Super-Auto 12C X1250 Silver",Contoso,"Home Appliances","Coffee Machines",25,41250
1242,"Fabrikam Business Videographer 2/3'' 17mm M280 White",Fabrikam,"Cameras and camcorders",Camcorders,49,41062
1417,"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black","The Phone Company","Cell phones","Touch Screen Phones",153,41004
1525,"The Phone Company PDA Phone 4.7 inches L360 Black","The Phone Company","Cell phones","Smart phones & PDAs",102,41004
2109,"Contoso Water Heater 1.5GPM E0800 Grey",Contoso,"Home Appliances","Water Heaters",159,40942.5
1653,"Contoso DVD 7-Inch Player Portable E200 Silver",Contoso,"Music, Movies and Audio Books","Movie DVD",372,40916.28000000002
2043,"Litware Microwave 1.5CuFt X110 Black",Litware,"Home Appliances",Microwaves,61,40622.34
1506,"The Phone Company Smart phones 320 x 320 M86 Pink","The Phone Company","Cell phones","Smart phones & PDAs",141,40608
1543,"The Phone Company PDA Phone 4.7 inches L360 Silver","The Phone Company","Cell phones","Smart phones & PDAs",101,40602
1555,"The Phone Company PDA GPS Phone 4.7 inch L950 Silver","The Phone Company","Cell phones","Smart phones & PDAs",110,40480
359,"Fabrikam Laptop12 M2002 Red",Fabrikam,Computers,Laptops,110,40480
1233,"Fabrikam Business Videographer 1/2" 3mm M500 Blue",Fabrikam,"Cameras and camcorders",Camcorders,46,40388
133,"Adventure Works 20" LCD HDTV M120 Silver","Adventure Works","TV and Video",Televisions,115,40244.24999999999
1145,"Fabrikam Home and Vacation Moviemaker 1/2" 3mm M300 Orange",Fabrikam,"Cameras and camcorders",Camcorders,71,40186
1613,"SV DVD 7-Inch Player Portable E200 White","Southridge Video","Music, Movies and Audio Books","Movie DVD",365,40146.35000000001
1418,"The Phone Company Touch Screen Phones SAW/On-wall M806 Black","The Phone Company","Cell phones","Touch Screen Phones",137,40141
520,"WWI LCD22W M2003 Black","Wide World Importers",Computers,Monitors,59,40061
89,"NT Wireless Transmitter and Bluetooth Headphones M150 Blue","Northwind Traders",Audio,"Bluetooth Headphones",267,40047.33000000002
1152,"Fabrikam Trendsetter 1" 25mm X400 Blue",Fabrikam,"Cameras and camcorders",Camcorders,40,40000
1202,"Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey",Fabrikam,"Cameras and camcorders",Camcorders,40,39920
1873,"Contoso Washer & Dryer 25.5in M255 Silver",Contoso,"Home Appliances","Washers & Dryers",20,39780
1888,"Contoso Washer & Dryer 25.5in M255 Red",Contoso,"Home Appliances","Washers & Dryers",20,39780
1567,"The Phone Company PDA Handheld 4.7 inch L650 White","The Phone Company","Cell phones","Smart phones & PDAs",102,39678
1223,"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black",Fabrikam,"Cameras and camcorders",Camcorders,86,39560
155,"Adventure Works 26" 720p LCD HDTV M140 White","Adventure Works","TV and Video",Televisions,84,39477.479999999996
384,"Adventure Works Laptop15.4W M1548 Red","Adventure Works",Computers,Laptops,52,39416
1561,"The Phone Company PDA Phone 4.7 inches L360 White","The Phone Company","Cell phones","Smart phones & PDAs",98,39396
142,"Adventure Works 15.6" LCD TV M130W Black","Adventure Works","TV and Video",Televisions,131,39298.69
504,"Adventure Works LCD24W X300 White","Adventure Works",Computers,Monitors,45,39105
1163,"Fabrikam Business Videographer 2/3'' 17mm M280 Black",Fabrikam,"Cameras and camcorders",Camcorders,46,39100
377,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Computers,Laptops,65,38935
353,"Fabrikam Laptop10.1 M0101 Silver",Fabrikam,Computers,Laptops,101,38874.9
2129,"Contoso Coffee Maker Auto 10C M1000 White",Contoso,"Home Appliances","Coffee Machines",52,38791.48000000001
1976,"Litware Refrigerator 19CuFt M760 Orange",Litware,"Home Appliances",Refrigerators,43,38657
2061,"Contoso Microwave 1.5CuFt X0110 Silver",Contoso,"Home Appliances",Microwaves,58,38624.520000000004
1454,"The Phone Company Finger Touch Screen Phones M30 Gold","The Phone Company","Cell phones","Touch Screen Phones",194,38606
363,"Adventure Works Laptop15 M1500 Black","Adventure Works",Computers,Laptops,55,38445
397,"WWI Laptop15 M0150 White","Wide World Importers",Computers,Laptops,55,38445
1419,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black","The Phone Company","Cell phones","Touch Screen Phones",149,38442
1230,"Fabrikam Independent Filmmaker 1/3" 8.5mm X200 Blue",Fabrikam,"Cameras and camcorders",Camcorders,25,38250
490,"Adventure Works LCD24W X300 Black","Adventure Works",Computers,Monitors,44,38236
1884,"Contoso Washer & Dryer 24in M240 Green",Contoso,"Home Appliances","Washers & Dryers",21,38178
1224,"Fabrikam Trendsetter 1'' 25mm X400 Black",Fabrikam,"Cameras and camcorders",Camcorders,37,38110
1210,"Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey",Fabrikam,"Cameras and camcorders",Camcorders,44,37840
1556,"The Phone Company PDA Wifi 3.5-inch M200 White","The Phone Company","Cell phones","Smart phones & PDAs",135,37800
1435,"The Phone Company Touch Screen Phones SAW/On-wall M806 Grey","The Phone Company","Cell phones","Touch Screen Phones",129,37797
635,"WWI Projector 720p LCD56 Silver","Wide World Importers",Computers,"Projectors & Screens",54,37746
489,"Adventure Works LCD24 X300 Black","Adventure Works",Computers,Monitors,46,37674
88,"NT Wireless Transmitter and Bluetooth Headphones M150 Black","Northwind Traders",Audio,"Bluetooth Headphones",251,37647.490000000005
1536,"The Phone Company PDA GPS Phone 3.7 inch M930 Black","The Phone Company","Cell phones","Smart phones & PDAs",126,37548
1227,"Fabrikam Trendsetter 2/3" 17mm X100 Orange",Fabrikam,"Cameras and camcorders",Camcorders,38,37544
1155,"Fabrikam Trendsetter 2/3'' 17mm X100 Black",Fabrikam,"Cameras and camcorders",Camcorders,38,37240
1540,"The Phone Company PDA Wifi 4.7-inch L290 Silver","The Phone Company","Cell phones","Smart phones & PDAs",98,37240
1437,"The Phone Company Finger Touch Screen Phones M30 Grey","The Phone Company","Cell phones","Touch Screen Phones",187,37213
1882,"Contoso Washer & Dryer 27in L270 Green",Contoso,"Home Appliances","Washers & Dryers",14,37128
1861,"NT Washer & Dryer 15.5in E1550 Blue","Northwind Traders","Home Appliances","Washers & Dryers",37,36996.3
614,"WWI Projector 720p DLP56 Black","Wide World Importers",Computers,"Projectors & Screens",37,36963
625,"WWI Projector 720p DLP56 White","Wide World Importers",Computers,"Projectors & Screens",37,36963
1089,"Contoso SLR Camera 35" X358 Silver Grey",Contoso,"Cameras and camcorders","Digital SLR Cameras",65,36920
1981,"Litware Refrigerator 19CuFt M760 Red",Litware,"Home Appliances",Refrigerators,41,36859
105,"WWI Wireless Bluetooth Stereo Headphones M270 Pink","Wide World Importers",Audio,"Bluetooth Headphones",319,36685
1509,"The Phone Company Smart phones Unlocked International M800 Pink","The Phone Company","Cell phones","Smart phones & PDAs",118,36580
1187,"Fabrikam Business Videographer 2/3" 17mm M280 Orange",Fabrikam,"Cameras and camcorders",Camcorders,43,36550
134,"Adventure Works 20" LCD HDTV M120 Black","Adventure Works","TV and Video",Televisions,104,36394.8
2182,"Fabrikam Coffee Maker Super-Auto 12C X125 Grey",Fabrikam,"Home Appliances","Coffee Machines",22,36300
1608,"SV DVD 7-Inch Player Portable E200 Silver","Southridge Video","Music, Movies and Audio Books","Movie DVD",329,36186.710000000014
109,"WWI Stereo Bluetooth Headphones New Generation M370 Orange","Wide World Importers",Audio,"Bluetooth Headphones",272,36173.280000000006
1513,"The Phone Company Smart phones 8 GB of Memory M400 Gold","The Phone Company","Cell phones","Smart phones & PDAs",134,36046
106,"WWI Stereo Bluetooth Headphones New Generation M370 Black","Wide World Importers",Audio,"Bluetooth Headphones",271,36040.29000000001
1851,"NT Washer & Dryer 15.5in E1550 White","Northwind Traders","Home Appliances","Washers & Dryers",36,35996.4
1448,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold","The Phone Company","Cell phones","Touch Screen Phones",140,35840
104,"WWI Wireless Bluetooth Stereo Headphones M270 White","Wide World Importers",Audio,"Bluetooth Headphones",308,35420
1186,"Fabrikam Business Videographer 1/3" 8.5mm M380 Orange",Fabrikam,"Cameras and camcorders",Camcorders,41,35260
1219,"Fabrikam Home and Vacation Moviemaker 2/3" 17mm M103 Blue",Fabrikam,"Cameras and camcorders",Camcorders,53,35245
1569,"The Phone Company PDA Palm 3.7 inch M830 White","The Phone Company","Cell phones","Smart phones & PDAs",117,34983
590,"Contoso Projector 720p M621 White",Contoso,Computers,"Projectors & Screens",35,34965
1846,"Litware Washer & Dryer 15.5in E150 Green",Litware,"Home Appliances","Washers & Dryers",35,34965
400,"WWI Laptop15.4W M0156 White","Wide World Importers",Computers,Laptops,46,34868
1451,"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold","The Phone Company","Cell phones","Touch Screen Phones",130,34840
1527,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","The Phone Company","Cell phones","Smart phones & PDAs",130,34840
1292,"Contoso Macro Zoom Lens X300 Black",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",95,34822.25
477,"Proseware LCD22 M2000 White",Proseware,Computers,Monitors,56,34664
1486,"The Phone Company Smart phones 320 x 320 M86 Grey","The Phone Company","Cell phones","Smart phones & PDAs",120,34560
1859,"NT Washer & Dryer 24in M2400 Blue","Northwind Traders","Home Appliances","Washers & Dryers",19,34559.100000000006
1844,"Litware Washer & Dryer 24in M260 Green",Litware,"Home Appliances","Washers & Dryers",19,34542
1857,"NT Washer & Dryer 27in L2700 Blue","Northwind Traders","Home Appliances","Washers & Dryers",13,34487.7
1064,"A. Datum SLR Camera X140 Pink","A. Datum","Cameras and camcorders","Digital SLR Cameras",55,34485
1520,"The Phone Company PDA Wifi 3.5-inch M200 Black","The Phone Company","Cell phones","Smart phones & PDAs",123,34440
102,"WWI Wireless Bluetooth Stereo Headphones M270 Silver","Wide World Importers",Audio,"Bluetooth Headphones",299,34385
107,"WWI Stereo Bluetooth Headphones New Generation M370 White","Wide World Importers",Audio,"Bluetooth Headphones",258,34311.42000000001
1531,"The Phone Company PDA Handheld 4.7 inch L650 Black","The Phone Company","Cell phones","Smart phones & PDAs",88,34232
1916,"Fabrikam Refrigerator 19CuFt M7600 Green",Fabrikam,"Home Appliances",Refrigerators,38,34162
1211,"Fabrikam Business Videographer 2/3'' 17mm M280 Grey",Fabrikam,"Cameras and camcorders",Camcorders,40,34000
2099,"Contoso Water Heater 1.5GPM E0800 Green",Contoso,"Home Appliances","Water Heaters",132,33990
554,"Proseware Projector 720p DLP56 White",Proseware,Computers,"Projectors & Screens",34,33966
1429,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey","The Phone Company","Cell phones","Touch Screen Phones",117,33813
1521,"The Phone Company PDA Wifi 3.7-inch M250 Black","The Phone Company","Cell phones","Smart phones & PDAs",109,33790
1479,"The Phone Company Smart phones Unlocked International M800 Black","The Phone Company","Cell phones","Smart phones & PDAs",109,33790
98,"WWI Wireless Bluetooth Stereo Headphones M170 Silver","Wide World Importers",Audio,"Bluetooth Headphones",280,33600
144,"Adventure Works 15.6" LCD TV M130W Brown","Adventure Works","TV and Video",Televisions,112,33598.88000000001
122,"Adventure Works 19" Portable LCD HDTV M110 Silver","Adventure Works","TV and Video",Televisions,120,33598.80000000001
565,"Proseware Projector 720p LCD56 Silver",Proseware,Computers,"Projectors & Screens",48,33552
1235,"Fabrikam Business Videographer 2/3" 17mm M280 Blue",Fabrikam,"Cameras and camcorders",Camcorders,40,33520
1045,"A. Datum SLR Camera 35" X358 Black","A. Datum","Cameras and camcorders","Digital SLR Cameras",57,33516
1563,"The Phone Company PDA Phone Unlocked 3.5 inches M530 White","The Phone Company","Cell phones","Smart phones & PDAs",125,33500
1557,"The Phone Company PDA Wifi 3.7-inch M250 White","The Phone Company","Cell phones","Smart phones & PDAs",108,33480
108,"WWI Stereo Bluetooth Headphones New Generation M370 Yellow","Wide World Importers",Audio,"Bluetooth Headphones",251,33380.49
1295,"Contoso Telephoto Conversion Lens X400 Black",Contoso,"Cameras and camcorders","Cameras & Camcorders Accessories",56,33320
1989,"Fabrikam Microwave 1.5CuFt X1100 Silver",Fabrikam,"Home Appliances",Microwaves,50,33297.00000000001
1205,"Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey",Fabrikam,"Cameras and camcorders",Camcorders,21,33180
1410,"The Phone Company Touch Screen Phones 26-2.2" M200 Black","The Phone Company","Cell phones","Touch Screen Phones",144,33120
1549,"The Phone Company PDA Handheld 4.7 inch L650 Silver","The Phone Company","Cell phones","Smart phones & PDAs",85,33065
1424,"The Phone Company Touch Screen Phones - LCD M12 Black","The Phone Company","Cell phones","Touch Screen Phones",165,33000
91,"NT Wireless Transmitter and Bluetooth Headphones M150 Green","Northwind Traders",Audio,"Bluetooth Headphones",220,32997.800000000025
92,"NT Wireless Transmitter and Bluetooth Headphones M150 Red","Northwind Traders",Audio,"Bluetooth Headphones",220,32997.80000000002
542,"Proseware Projector 720p DLP56 Black",Proseware,Computers,"Projectors & Screens",33,32967
1080,"Contoso SLR Camera X143 Silver",Contoso,"Cameras and camcorders","Digital SLR Cameras",51,32946
1057,"A. Datum SLR Camera 35" X358 Silver Grey","A. Datum","Cameras and camcorders","Digital SLR Cameras",56,32928
1554,"The Phone Company PDA GPS Phone 3.7 inch M930 Silver","The Phone Company","Cell phones","Smart phones & PDAs",110,32780
124,"Adventure Works 19" Portable LCD HDTV M110 White","Adventure Works","TV and Video",Televisions,117,32758.83000000001
1108,"Fabrikam SLR Camera X146 Black",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",52,32708
1440,"The Phone Company Touch Screen Phones - CRT M11 Grey","The Phone Company","Cell phones","Touch Screen Phones",173,32697
1420,"The Phone Company Finger Touch Screen Phones M30 Black","The Phone Company","Cell phones","Touch Screen Phones",164,32636
492,"Adventure Works LCD22W M200 Black","Adventure Works",Computers,Monitors,48,32592
1457,"The Phone Company Touch Screen Phones - CRT M11 Gold","The Phone Company","Cell phones","Touch Screen Phones",171,32319
1522,"The Phone Company PDA Wifi 4.7-inch L290 Black","The Phone Company","Cell phones","Smart phones & PDAs",85,32300
1170,"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White",Fabrikam,"Cameras and camcorders",Camcorders,51,32283
1570,"The Phone Company PDA Palm 4.7 inch L850 White","The Phone Company","Cell phones","Smart phones & PDAs",81,32238
613,"WWI Projector 720p LCD56 Black","Wide World Importers",Computers,"Projectors & Screens",46,32154
1603,"SV DVD 7-Inch Player Portable E200 Black","Southridge Video","Music, Movies and Audio Books","Movie DVD",292,32117.080000000005
39,"Contoso 8GB Clock & Radio MP3 Player X850 Green",Contoso,Audio,MP4&MP3,107,32017.609999999997
1840,"Litware Washer & Dryer 21in E214 Blue",Litware,"Home Appliances","Washers & Dryers",20,31980
1880,"Contoso Washer & Dryer 21in E210 Blue",Contoso,"Home Appliances","Washers & Dryers",20,31980
1475,"The Phone Company Smart phones 6-LINE SCREEN M21 Black","The Phone Company","Cell phones","Smart phones & PDAs",139,31970
1863,"NT Washer & Dryer 25.5in M2550 Green","Northwind Traders","Home Appliances","Washers & Dryers",16,31838.4
1837,"Litware Washer & Dryer 27in L420 Blue",Litware,"Home Appliances","Washers & Dryers",12,31824
1658,"Contoso DVD 7-Inch Player Portable E200 White",Contoso,"Music, Movies and Audio Books","Movie DVD",289,31787.110000000008
1517,"The Phone Company Smart phones Unlocked M300 Gold","The Phone Company","Cell phones","Smart phones & PDAs",119,31773
413,"Proseware Laptop16 M610 White",Proseware,Computers,Laptops,53,31747
100,"WWI Wireless Bluetooth Stereo Headphones M170 White","Wide World Importers",Audio,"Bluetooth Headphones",264,31680
1092,"Contoso SLR Camera X144 Gold",Contoso,"Cameras and camcorders","Digital SLR Cameras",47,31631
1100,"Contoso SLR Camera X145 Blue",Contoso,"Cameras and camcorders","Digital SLR Cameras",50,31600
110,"WWI Stereo Bluetooth Headphones New Generation M370 Blue","Wide World Importers",Audio,"Bluetooth Headphones",237,31518.63000000002
141,"Adventure Works 15.6" LCD TV M130W Silver","Adventure Works","TV and Video",Televisions,105,31498.950000000004
403,"WWI Laptop15 M0150 Blue","Wide World Importers",Computers,Laptops,45,31455
2123,"Contoso Coffee Maker Auto 10C M1000 Silver",Contoso,"Home Appliances","Coffee Machines",42,31331.58
1489,"The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company","Cell phones","Smart phones & PDAs",101,31310
1528,"The Phone Company PDA Phone Unlocked 4.7 inches L550 Black","The Phone Company","Cell phones","Smart phones & PDAs",103,31106
84,"NT Wireless Bluetooth Stereo Headphones M402 Red","Northwind Traders",Audio,"Bluetooth Headphones",311,31096.889999999992
123,"Adventure Works 19" Portable LCD HDTV M110 Black","Adventure Works","TV and Video",Televisions,111,31078.89
1502,"The Phone Company Smart phones 4 GB of Memory M300 Pink","The Phone Company","Cell phones","Smart phones & PDAs",130,31070
1201,"Fabrikam Trendsetter 1/2'' 3mm X300 Grey",Fabrikam,"Cameras and camcorders",Camcorders,31,30969
566,"Proseware Projector 720p DLP56 Silver",Proseware,Computers,"Projectors & Screens",31,30969
318,"SV Car Video LCD9.2W X9280 Silver","Southridge Video","TV and Video","Car Video",31,30969
1864,"NT Washer & Dryer 24in M2400 Green","Northwind Traders","Home Appliances","Washers & Dryers",17,30921.300000000003
1839,"Litware Washer & Dryer 24in M260 Blue",Litware,"Home Appliances","Washers & Dryers",17,30906
1518,"The Phone Company Smart phones Expert M400 Gold","The Phone Company","Cell phones","Smart phones & PDAs",103,30900
1550,"The Phone Company PDA Palm 3.5 inch M810 Silver","The Phone Company","Cell phones","Smart phones & PDAs",110,30800
1140,"Fabrikam SLR Camera X150 Green",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",64,30752
1946,"Litware Refrigerator 19CuFt M760 Brown",Litware,"Home Appliances",Refrigerators,34,30566
1940,"Litware Refrigerator 19CuFt M760 White",Litware,"Home Appliances",Refrigerators,34,30566
1109,"Fabrikam SLR Camera 35" X358 Black",Fabrikam,"Cameras and camcorders","Digital SLR Cameras",70,30533.999999999996
616,"WWI Projector 480p DLP12 Black","Wide World Importers",Computers,"Projectors & Screens",61,30439
1159,"Fabrikam Independent Filmmaker 2/3" 17mm X100 Blue",Fabrikam,"Cameras and camcorders",Camcorders,20,30400
